id,id_person,name,surname,zip,city,country,email,birth_date,id_account,account_type,id_transaction,transaction_type,transaction_date,transaction_amount
558,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1319,P1,2020-03-30,22.3989
559,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1320,P1,2020-03-31,24.5364
560,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1321,P1,2020-04-07,36.0202
561,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1322,P1,2020-04-09,18.3244
562,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1323,P1,2020-04-15,5.9191
563,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1324,P1,2020-04-20,18.9976
564,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1325,P1,2020-04-30,9.9595
565,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1326,P1,2020-05-06,0.8293
566,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1327,P1,2020-05-13,16.8697
567,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1328,P1,2020-05-28,10.3948
568,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1329,P1,2020-01-30,26.6278
569,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1330,P1,2020-02-04,21.4037
570,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1331,P1,2020-02-05,12.6691
571,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1332,P1,2020-02-17,22.7435
572,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1333,P1,2020-02-18,22.8552
573,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1334,P1,2020-02-21,35.394
574,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1335,P1,2020-02-24,3.5477
575,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1336,P1,2020-03-02,29.4798
576,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1337,P1,2020-03-06,9.4976
577,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1338,P1,2020-03-09,38.1998
578,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1339,P1,2020-03-11,1.3956
579,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1340,P1,2020-03-19,13.8244
580,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1341,P1,2020-03-25,17.9094
581,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1342,P1,2020-03-27,0.6011
582,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1343,P1,2020-03-30,38.0008
583,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1344,P1,2020-03-31,17.410999999999998
584,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1345,P1,2020-04-07,10.051
585,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1346,P1,2020-04-09,35.5599
586,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1347,P1,2020-04-15,34.6715
587,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1348,P1,2020-04-20,26.7484
588,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1447,P1,2020-05-13,32.8495
589,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1448,P1,2020-05-28,13.627
590,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1449,P1,2020-01-30,36.894
591,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1450,P1,2020-02-04,35.665
592,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1451,P1,2020-02-05,7.3366
593,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1452,P1,2020-02-17,17.3018
594,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1453,P1,2020-02-18,14.8309
595,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1454,P1,2020-02-21,18.7071
596,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1455,P1,2020-02-24,39.4652
597,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1456,P1,2020-03-02,1.1044
598,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1457,P1,2020-03-06,12.0963
599,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1458,P1,2020-03-09,24.9005
600,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1459,P1,2020-03-11,12.0979
601,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1460,P1,2020-03-19,33.983000000000004
602,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1461,P1,2020-03-25,21.3333
603,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1462,P1,2020-03-27,2.695
604,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1463,P1,2020-03-30,32.9005
605,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1464,P1,2020-03-31,9.1942
606,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1465,P1,2020-04-07,22.4377
607,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1466,P1,2020-04-09,17.7354
608,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1467,P1,2020-04-15,32.8997
609,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1468,P1,2020-01-30,5.4458
610,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1469,P1,2020-02-04,38.5283
611,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1470,P1,2020-02-05,0.6351
612,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1471,P1,2020-02-17,36.3301
613,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1472,P1,2020-02-18,19.1942
614,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1473,P1,2020-02-21,13.1691
615,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1474,P1,2020-02-24,3.9951
616,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1475,P1,2020-03-02,22.9328
617,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1476,P1,2020-03-06,38.5477
618,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1477,P1,2020-03-09,20.2484
619,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1478,P1,2020-03-11,13.7298
620,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1479,P1,2020-03-19,14.1828
621,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1480,P1,2020-03-25,27.7039
622,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1481,P1,2020-03-27,11.1173
623,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1482,P1,2020-03-30,35.8819
624,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1483,P1,2020-03-31,8.0712
625,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1484,P1,2020-04-07,24.1311
626,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1485,P1,2020-04-09,24.4684
627,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1486,P1,2020-04-15,26.4676
628,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1487,P1,2020-04-20,17.1715
629,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1488,P1,2020-04-30,22.5566
630,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1489,P1,2020-05-06,24.3673
631,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1490,P1,2020-05-13,28.1497
632,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1491,P1,2020-05-28,7.0299
633,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1492,P1,2020-01-30,6.3487
634,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1493,P1,2020-02-04,0.1464
635,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1494,P1,2020-02-05,31.3681
636,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1495,P1,2020-02-17,39.5874
637,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1496,P1,2020-02-18,23.8835
638,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1497,P1,2020-02-21,27.572
639,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1498,P1,2020-02-24,12.5186
640,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1499,P1,2020-03-02,34.9523
641,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1500,P1,2020-03-06,27.3738
642,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1501,P1,2020-03-09,39.3908
643,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1502,P1,2020-03-11,19.1642
644,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1503,P1,2020-03-19,24.5307
645,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1504,P1,2020-03-25,24.7468
646,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1505,P1,2020-03-27,15.106
647,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1506,P1,2020-03-30,32.3269
648,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1507,P1,2020-03-31,38.4377
649,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1508,P1,2020-04-07,20.6181
650,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1509,P1,2020-04-09,38.1707
651,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1510,P1,2020-04-15,11.6626
652,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1511,P1,2020-04-20,38.1011
653,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1512,P1,2020-04-30,36.9078
654,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1513,P1,2020-05-06,17.928
655,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1514,P1,2020-05-13,4.7872
656,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1515,P1,2020-05-28,38.085
657,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1516,P1,2020-01-30,0.9167
658,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1517,P1,2020-02-04,25.0429
659,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1518,P1,2020-02-05,18.0437
660,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1519,P1,2020-02-17,36.0194
661,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1520,P1,2020-02-18,8.0534
662,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1521,P1,2020-02-21,15.9968
663,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1522,P1,2020-02-24,6.5065
664,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1523,P1,2020-03-02,4.3989
665,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1524,P1,2020-03-06,10.5995
666,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1525,P1,2020-03-09,33.4417
667,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1526,P1,2020-03-11,36.9409
668,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1527,P1,2020-03-19,39.5388
669,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1528,P1,2020-03-25,16.9628
670,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1529,P1,2020-03-27,6.2144
671,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1530,P1,2020-03-30,15.7055
672,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1531,P1,2020-03-31,6.7977
673,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1532,P1,2020-04-07,13.0356
674,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1533,P1,2020-04-09,16.5647
675,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1534,P1,2020-04-15,9.7896
676,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1535,P1,2020-04-20,12.7638
677,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1536,P1,2020-04-30,7.8503
678,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1537,P1,2020-05-06,34.2451
679,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1538,P1,2020-05-13,15.6796
680,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1539,P1,2020-05-28,21.3972
681,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1540,P1,2020-01-30,0.0243
682,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1541,P1,2020-02-04,25.0558
683,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1542,P1,2020-02-05,26.3544
684,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1543,P1,2020-02-17,38.6157
685,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1544,P1,2020-02-18,39.2168
686,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1545,P1,2020-02-21,12.5882
687,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1546,P1,2020-02-24,0.4256
688,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1547,P1,2020-03-02,15.2233
689,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1548,P1,2020-03-06,5.7379
690,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1549,P1,2020-03-09,0.1756
691,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1550,P1,2020-03-11,31.1934
692,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1551,P1,2020-03-19,19.8099
693,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1552,P1,2020-03-25,3.1634
694,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1553,P1,2020-03-27,7.3932
695,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1554,P1,2020-03-30,34.0081
696,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1555,P1,2020-03-31,33.1561
697,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1556,P1,2020-04-07,26.7055
698,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1557,P1,2020-04-09,5.0113
699,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1558,P1,2020-04-15,22.6497
700,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1559,P1,2020-04-20,29.7314
701,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1560,P1,2020-04-30,14.5979
702,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1561,P1,2020-05-06,22.2872
703,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1562,P1,2020-05-13,32.4717
704,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1563,P1,2020-05-28,16.0841
705,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1564,P1,2020-01-30,3.746
706,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1565,P1,2020-02-04,26.5485
707,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1566,P1,2020-02-05,10.4895
708,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1567,P1,2020-02-17,29.055
709,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1568,P1,2020-02-18,19.9256
710,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1569,P1,2020-02-21,23.1019
711,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1570,P1,2020-02-24,1.5332
712,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1571,P1,2020-03-02,20.5955
713,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1572,P1,2020-03-06,38.4134
714,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1573,P1,2020-03-09,19.5324
715,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1574,P1,2020-03-11,7.6828
716,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1575,P1,2020-03-19,0.0227
717,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1576,P1,2020-03-25,28.9571
718,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1577,P1,2020-03-27,17.1837
719,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1578,P1,2020-03-30,14.3188
720,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1579,P1,2020-03-31,36.2921
721,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1580,P1,2020-04-07,17.1837
722,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1581,P1,2020-04-09,11.6019
723,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1582,P1,2020-04-15,25.0583
724,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1583,P1,2020-04-20,26.7977
725,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1584,P1,2020-04-30,0.1489
726,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1585,P4,2020-05-06,25.1845
727,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1586,P4,2020-05-13,39.5348
728,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1587,P4,2020-05-28,21.4498
729,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1588,P4,2020-01-30,16.7516
730,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1589,P4,2020-02-04,25.2549
731,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1590,P4,2020-02-05,24.8544
732,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1591,P4,2020-02-17,38.4773
733,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1592,P4,2020-02-18,0.9951
734,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1593,P4,2020-02-21,23.9854
735,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1594,P4,2020-02-24,24.8018
736,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1595,P4,2020-03-02,31.5809
737,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1596,P4,2020-03-06,19.996
738,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1597,P4,2020-03-09,28.0008
739,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1598,P4,2020-03-11,36.5477
740,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1599,P4,2020-03-19,28.3066
741,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1600,P4,2020-03-25,39.8503
742,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1601,P4,2020-03-27,38.1149
743,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1602,P4,2020-03-30,1.9935
744,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1603,P4,2020-03-31,13.7945
745,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1609,P4,2020-05-06,10.5275
746,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1610,P4,2020-05-13,11.9474
747,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1611,P4,2020-05-28,6.3754
748,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1612,P4,2020-01-30,39.0032
749,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1613,P4,2020-02-04,2.9369
750,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1614,P4,2020-02-05,20.7273
751,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1615,P4,2020-02-17,27.4159
752,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1616,P4,2020-02-18,12.3738
753,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1617,P4,2020-02-21,0.4668
754,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1618,P4,2020-02-24,37.2023
755,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1619,P4,2020-03-02,28.3786
756,345,,Abloff,10345,Schwechat,Austria,eastegg.abloff@bestdomain.com,4/19/80,1248,Business,1620,P4,2020-03-06,16.4733
